di3,di2,di1,di0,format,length,unit,read,write,name
0,0,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)组合有功总电能
0,1,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)正向有功总电能
0,2,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)反向有功总电能
0,3,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)组合无功1总电能
0,4,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)组合无功2总电能
0,5,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)第一象限无功总电能
0,6,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)第二象限无功总电能
0,7,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)第三象限无功总电能
0,8,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)第四象限无功总电能
0,9,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)正向视在总电能
0,A,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)反向视在总电能
0,B,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,当前结算周期组合有功总累计用电量
0,80,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)关联总电能
0,81,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)正向有功基波总电能
0,82,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)反向有功基波总电能
0,83,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)正向有功谐波总电能
0,84,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)反向有功谐波总电能
0,85,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)铜损有功总电能补偿量
0,86,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)铁损有功总电能补偿量
0,15,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)A相正向有功电能
0,16,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)A相反向有功电能
0,17,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相组合无功1电能
0,18,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相组合无功2电能
0,19,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相第一象限无功电能
0,1A,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相第二象限无功电能
0,1B,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相第三象限无功电能
0,1C,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)A相第四象限无功电能
0,1D,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)A相正向视在电能
0,1E,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)A相反向视在电能
0,29,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)B相正向有功电能
0,2A,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)B相反向有功电能
0,2B,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相组合无功1电能
0,2C,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相组合无功2电能
0,2D,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相第一象限无功电能
0,2E,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相第二象限无功电能
0,2F,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相第三象限无功电能
0,30,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)B相第四象限无功电能
0,31,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)B相正向视在电能
0,32,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)B相反向视在电能
0,3D,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)C相正向有功电能
0,3E,0,0,XXXXXX.XX,4,kWh,TRUE,FALSE,(当前)C相反向有功电能
0,3F,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相组合无功1电能
0,40,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相组合无功2电能
0,41,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相第一象限无功电能
0,42,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相第二象限无功电能
0,43,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相第三象限无功电能
0,44,0,0,XXXXXX.XX,4,kvarh,TRUE,FALSE,(当前)C相第四象限无功电能
0,45,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)C相正向视在电能
0,46,0,0,XXXXXX.XX,4,kVAh,TRUE,FALSE,(当前)C相反向视在电能
0,0,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)组合有功总电能
0,1,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)正向有功总电能
0,2,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)反向有功总电能
0,3,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)组合无功1总电能
0,4,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)组合无功2总电能
0,5,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)第一象限无功总电能
0,6,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)第二象限无功总电能
0,7,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)第三象限无功总电能
0,8,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)第四象限无功总电能
0,9,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)正向视在总电能
0,A,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)反向视在总电能
0,80,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)关联总电能
0,81,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)正向有功基波总电能
0,82,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)反向有功基波总电能
0,83,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)正向有功谐波总电能
0,84,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)反向有功谐波总电能
0,85,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)铜损有功总电能补偿量
0,86,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)铁损有功总电能补偿量
0,15,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)A相正向有功电能
0,16,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)A相反向有功电能
0,17,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相组合无功1电能
0,18,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相组合无功2电能
0,19,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相第一象限无功电能
0,1A,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相第二象限无功电能
0,1B,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相第三象限无功电能
0,1C,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)A相第四象限无功电能
0,1D,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)A相正向视在电能
0,1E,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)A相反向视在电能
0,29,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)B相正向有功电能
0,2A,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)B相反向有功电能
0,2B,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相组合无功1电能
0,2C,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相组合无功2电能
0,2D,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相第一象限无功电能
0,2E,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相第二象限无功电能
0,2F,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相第三象限无功电能
0,30,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)B相第四象限无功电能
0,31,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)B相正向视在电能
0,32,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)B相反向视在电能
0,3D,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)C相正向有功电能
0,3E,0,1,XXXXXX.XX,4,kWh,TRUE,FALSE,(上1结算日)C相反向有功电能
0,3F,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相组合无功1电能
0,40,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相组合无功2电能
0,41,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相第一象限无功电能
0,42,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相第二象限无功电能
0,43,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相第三象限无功电能
0,44,0,1,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上1结算日)C相第四象限无功电能
0,45,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)C相正向视在电能
0,46,0,1,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上1结算日)C相反向视在电能
0,0,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)组合有功总电能
0,1,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)正向有功总电能
0,2,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)反向有功总电能
0,3,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)组合无功1总电能
0,4,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)组合无功2总电能
0,5,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)第一象限无功总电能
0,6,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)第二象限无功总电能
0,7,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)第三象限无功总电能
0,8,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)第四象限无功总电能
0,9,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)正向视在总电能
0,A,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)反向视在总电能
0,80,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)关联总电能
0,81,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)正向有功基波总电能
0,82,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)反向有功基波总电能
0,83,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)正向有功谐波总电能
0,84,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)反向有功谐波总电能
0,85,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)铜损有功总电能补偿量
0,86,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)铁损有功总电能补偿量
0,15,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相正向有功电能
0,16,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相反向有功电能
0,17,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相组合无功1电能
0,18,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相组合无功2电能
0,19,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相第一象限无功电能
0,1A,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相第二象限无功电能
0,1B,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相第三象限无功电能
0,1C,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)A相第四象限无功电能
0,1D,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)A相正向视在电能
0,1E,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)A相反向视在电能
0,9,1,0,XXXXXX.XX,4,kWh,TRUE,FALSE,（当前）剩余电量
0,9,1,1,XXXXXX.XX,4,kWh,TRUE,FALSE,（当前）透支电量
0,9,2,0,XXXXXX.XX,4,元,TRUE,FALSE,（当前）剩余金额
0,9,2,1,XXXXXX.XX,4,元,TRUE,FALSE,（当前）透支金额
0,94,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相关联电能
0,95,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相正向有功基波电能
0,96,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相反向有功基波电能
0,97,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相正向有功谐波电能
0,98,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相反向有功谐波电能
0,99,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相铜损有功电能补偿量
0,9A,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)A相铁损有功电能补偿量
0,29,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)B相正向有功电能
0,2A,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)B相反向有功电能
0,2B,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相组合无功1电能
0,2C,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相组合无功2电能
0,2D,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相第一象限无功电能
0,2E,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相第二象限无功电能
0,2F,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相第三象限无功电能
0,30,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)B相第四象限无功电能
0,31,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)B相正向视在电能
0,32,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)B相反向视在电能
0,3D,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)C相正向有功电能
0,3E,0,C,XXXXXX.XX,4,kWh,TRUE,FALSE,(上12结算日)C相反向有功电能
0,3F,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相组合无功1电能
0,40,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相组合无功2电能
0,41,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相第一象限无功电能
0,42,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相第二象限无功电能
0,43,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相第三象限无功电能
0,44,0,C,XXXXXX.XX,4,kvarh,TRUE,FALSE,(上12结算日)C相第四象限无功电能
0,45,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)C相正向视在电能
0,46,0,C,XXXXXX.XX,4,kVAh,TRUE,FALSE,(上12结算日)C相反向视在电能
1,1,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)正向有功总最大需量及发生时间
1,2,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)反向有功总最大需量及发生时间
1,3,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)组合无功1总最大需量及发生时间
1,4,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)组合无功2总最大需量及发生时间
1,5,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)第一象限无功总最大需量及发生时间
1,6,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)第二象限无功总最大需量及发生时间
1,7,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)第三象限无功总最大需量及发生时间
1,8,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)第四象限无功总最大需量及发生时间
1,9,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)正向视在总最大需量及发生时间
1,A,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)反向视在总最大需量及发生时间
1,15,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)A相正向有功最大需量及发生时间
1,16,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)A相反向有功最大需量及发生时间
1,17,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相组合无功1最大需量及发生时间
1,18,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相组合无功2最大需量及发生时间
1,19,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相第一象限无功最大需量及发生时间
1,1A,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相第二象限无功最大需量及发生时间
1,1B,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相第三象限无功最大需量及发生时间
1,1C,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)A相第四象限无功最大需量及发生时间
1,1D,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)A相正向视在最大需量及发生时间
1,1E,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)A相反向视在最大需量及发生时间
1,29,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)B相正向有功最大需量及发生时间
1,2A,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)B相反向有功最大需量及发生时间
1,2B,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相组合无功1最大需量及发生时间
1,2C,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相组合无功2最大需量及发生时间
1,2D,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相第一象限无功最大需量及发生时间
1,2E,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相第二象限无功最大需量及发生时间
1,2F,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相第三象限无功最大需量及发生时间
1,30,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)B相第四象限无功最大需量及发生时间
1,31,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)B相正向视在最大需量及发生时间
1,32,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)B相反向视在最大需量及发生时间
1,3D,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)C相正向有功最大需量及发生时间
1,3E,0,0,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(当前)C相反向有功最大需量及发生时间
1,3F,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相组合无功1最大需量及发生时间
1,40,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相组合无功2最大需量及发生时间
1,41,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相第一象限无功最大需量及发生时间
1,42,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相第二象限无功最大需量及发生时间
1,43,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相第三象限无功最大需量及发生时间
1,44,0,0,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(当前)C相第四象限无功最大需量及发生时间
1,45,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)C相正向视在最大需量及发生时间
1,46,0,0,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(当前)C相反向视在最大需量及发生时间
1,1,0,1,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上1结算日)正向有功总最大需量及发生时间
1,2,0,1,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上1结算日)反向有功总最大需量及发生时间
